context_class,context_subclass,api
crypto,certificate,crypt32.dll!CertAddCertificateContextToStore
crypto,certificate,crypt32.dll!CertAddEncodedCertificateToStore
crypto,certificate,crypt32.dll!CertCloseStore
crypto,certificate,crypt32.dll!CertCreateCertificateChainEngine
crypto,certificate,crypt32.dll!CertCreateCertificateContext
crypto,certificate,crypt32.dll!CertDeleteCertificateFromStore
crypto,certificate,crypt32.dll!CertDuplicateCertificateContext
crypto,certificate,crypt32.dll!CertEnumCertificatesInStore
crypto,certificate,crypt32.dll!CertEnumSystemStore
crypto,certificate,crypt32.dll!CertFindCertificateInStore
crypto,certificate,crypt32.dll!CertFindChainInStore
crypto,certificate,crypt32.dll!CertFreeCertificateChain
crypto,certificate,crypt32.dll!CertFreeCertificateChainEngine
crypto,certificate,crypt32.dll!CertFreeCertificateContext
crypto,certificate,crypt32.dll!CertGetCertificateChain
crypto,certificate,crypt32.dll!CertGetCertificateContextProperty
crypto,certificate,crypt32.dll!CertGetEnhancedKeyUsage
crypto,certificate,crypt32.dll!CertGetNameStringA
crypto,certificate,crypt32.dll!CertGetNameStringW
crypto,certificate,crypt32.dll!CertNameToStrW
crypto,certificate,crypt32.dll!CertOpenStore
crypto,certificate,crypt32.dll!CertOpenSystemStoreA
crypto,certificate,crypt32.dll!CertOpenSystemStoreW
crypto,certificate,crypt32.dll!CertSetCertificateContextProperty
crypto,certificate,crypt32.dll!CertVerifyCertificateChainPolicy
crypto,certificate,crypt32.dll!CertVerifyRevocation
crypto,certificate,crypt32.dll!CertVerifyTimeValidity
crypto,certificate,crypt32.dll!CryptAcquireCertificatePrivateKey
crypto,certificate,crypt32.dll!CryptHashCertificate
crypto,certificate,crypt32.dll!PFXExportCertStore
crypto,certificate,crypt32.dll!PFXExportCertStoreEx
crypto,certificate,crypt32.dll!PFXImportCertStore
crypto,certificate,crypt32.dll!PFXIsPFXBlob
crypto,certificate,wintrust.dll!WinVerifyTrust
crypto,crypt,advapi32.dll!CryptAcquireContextA
crypto,crypt,advapi32.dll!CryptAcquireContextW
crypto,crypt,advapi32.dll!CryptDecrypt
crypto,crypt,advapi32.dll!CryptDeriveKey
crypto,crypt,advapi32.dll!CryptDestroyKey
crypto,crypt,advapi32.dll!CryptDuplicateKey
crypto,crypt,advapi32.dll!CryptEncrypt
crypto,crypt,advapi32.dll!CryptEnumProvidersA
crypto,crypt,advapi32.dll!CryptEnumProvidersW
crypto,crypt,advapi32.dll!CryptExportKey
crypto,crypt,advapi32.dll!CryptGenKey
crypto,crypt,advapi32.dll!CryptGenRandom
crypto,crypt,advapi32.dll!CryptGetKeyParam
crypto,crypt,advapi32.dll!CryptGetProvParam
crypto,crypt,advapi32.dll!CryptGetUserKey
crypto,crypt,advapi32.dll!CryptImportKey
crypto,crypt,advapi32.dll!CryptReleaseContext
crypto,crypt,advapi32.dll!CryptSetKeyParam
crypto,crypt,advapi32.dll!CryptVerifySignatureA
crypto,crypt,advapi32.dll!CryptVerifySignatureW
crypto,crypt,advapi32.dll!DecryptFileA
crypto,crypt,bcrypt.dll!BCryptEnumRegisteredProviders
crypto,crypt,bcrypt.dll!BCryptFreeBuffer
crypto,crypt,crypt32.dll!CryptBinaryToStringA
crypto,crypt,crypt32.dll!CryptBinaryToStringW
crypto,crypt,crypt32.dll!CryptDecodeObject
crypto,crypt,crypt32.dll!CryptDecodeObjectEx
crypto,crypt,crypt32.dll!CryptEncodeObjectEx
crypto,crypt,crypt32.dll!CryptEnumOIDInfo
crypto,crypt,crypt32.dll!CryptExportPublicKeyInfo
crypto,crypt,crypt32.dll!CryptFindOIDInfo
crypto,crypt,crypt32.dll!CryptImportPublicKeyInfo
crypto,crypt,crypt32.dll!CryptImportPublicKeyInfoEx
crypto,crypt,crypt32.dll!CryptMsgClose
crypto,crypt,crypt32.dll!CryptMsgGetParam
crypto,crypt,crypt32.dll!CryptProtectData
crypto,crypt,crypt32.dll!CryptQueryObject
crypto,crypt,crypt32.dll!CryptStringToBinaryA
crypto,crypt,crypt32.dll!CryptStringToBinaryW
crypto,crypt,crypt32.dll!CryptUnprotectData
crypto,crypt,ncrypt.dll!NCryptEnumKeys
crypto,crypt,ncrypt.dll!NCryptExportKey
crypto,crypt,ncrypt.dll!NCryptFreeBuffer
crypto,crypt,ncrypt.dll!NCryptFreeObject
crypto,crypt,ncrypt.dll!NCryptGetProperty
crypto,crypt,ncrypt.dll!NCryptImportKey
crypto,crypt,ncrypt.dll!NCryptOpenKey
crypto,crypt,ncrypt.dll!NCryptOpenStorageProvider
crypto,crypt,ncrypt.dll!NCryptSetProperty
crypto,crypt,secur32.dll!SealMessage
crypto,crypt,secur32.dll!UnsealMessage
crypto,hash,advapi32.dll!A_SHAFinal
crypto,hash,advapi32.dll!A_SHAInit
crypto,hash,advapi32.dll!A_SHAUpdate
crypto,hash,advapi32.dll!CryptCreateHash
crypto,hash,advapi32.dll!CryptDestroyHash
crypto,hash,advapi32.dll!CryptDuplicateHash
crypto,hash,advapi32.dll!CryptGetHashParam
crypto,hash,advapi32.dll!CryptHashData
crypto,hash,advapi32.dll!CryptSetHashParam
crypto,hash,advapi32.dll!CryptSignHashA
crypto,hash,advapi32.dll!MD5Init
crypto,hash,advapi32.dll!MD5Update
crypto,hash,imagehlp.dll!CheckSumMappedFile
crypto,hash,ntdll.dll!MD5Final
crypto,hash,ntdll.dll!MD5Init
crypto,hash,ntdll.dll!MD5Update
crypto,hash,ntdll.dll!RtlComputeCrc32
crypto,hash,wintrust.dll!CryptCATAdminAcquireContext
crypto,hash,wintrust.dll!CryptCATAdminCalcHashFromFileHandle
crypto,hash,wintrust.dll!CryptCATAdminEnumCatalogFromHash
crypto,hash,wintrust.dll!CryptCATAdminReleaseContext
crypto,random,msvcr100.dll!rand
crypto,random,msvcr100.dll!srand
crypto,random,msvcr80.dll!rand
crypto,random,msvcr80.dll!rand_s
crypto,random,msvcr80.dll!srand
crypto,random,msvcrt.dll!rand
crypto,random,msvcrt.dll!srand
crypto,random,ntdll.dll!RtlRandom
crypto,random,ntdll.dll!RtlRandomEx
device,audio,kernel32.dll!Beep
device,audio,msacm32.dll!acmDriverClose
device,audio,msacm32.dll!acmDriverDetailsW
device,audio,msacm32.dll!acmDriverEnum
device,audio,msacm32.dll!acmDriverMessage
device,audio,msacm32.dll!acmDriverOpen
device,audio,msacm32.dll!acmFormatChooseW
device,audio,msacm32.dll!acmFormatEnumA
device,audio,msacm32.dll!acmFormatSuggest
device,audio,msacm32.dll!acmFormatTagEnumA
device,audio,msacm32.dll!acmGetVersion
device,audio,msacm32.dll!acmMetrics
device,audio,msacm32.dll!acmStreamClose
device,audio,msacm32.dll!acmStreamConvert
device,audio,msacm32.dll!acmStreamOpen
device,audio,msacm32.dll!acmStreamPrepareHeader
device,audio,msacm32.dll!acmStreamReset
device,audio,msacm32.dll!acmStreamSize
device,audio,msacm32.dll!acmStreamUnprepareHeader
device,audio,user32.dll!MessageBeep
device,audio,winmm.dll!CloseDriver
device,audio,winmm.dll!mciSendStringA
device,audio,winmm.dll!mciSendStringW
device,audio,winmm.dll!mixerGetControlDetailsW
device,audio,winmm.dll!mixerGetID
device,audio,winmm.dll!mixerGetLineControlsW
device,audio,winmm.dll!mixerGetLineInfoW
device,audio,winmm.dll!mixerSetControlDetails
device,audio,winmm.dll!None<2>
device,audio,winmm.dll!OpenDriver
device,audio,winmm.dll!PlaySoundW
device,audio,winmm.dll!SendDriverMessage
device,audio,winmm.dll!sndPlaySoundA
device,audio,winmm.dll!timeBeginPeriod
device,audio,winmm.dll!timeEndPeriod
device,audio,winmm.dll!timeGetDevCaps
device,audio,winmm.dll!timeGetTime
device,audio,winmm.dll!timeKillEvent
device,audio,winmm.dll!timeSetEvent
device,audio,winmm.dll!waveInAddBuffer
device,audio,winmm.dll!waveInClose
device,audio,winmm.dll!waveInGetDevCapsA
device,audio,winmm.dll!waveInGetDevCapsW
device,audio,winmm.dll!waveInGetNumDevs
device,audio,winmm.dll!waveInGetPosition
device,audio,winmm.dll!waveInOpen
device,audio,winmm.dll!waveInPrepareHeader
device,audio,winmm.dll!waveInReset
device,audio,winmm.dll!waveInStart
device,audio,winmm.dll!waveInStop
device,audio,winmm.dll!waveInUnprepareHeader
device,audio,winmm.dll!waveOutClose
device,audio,winmm.dll!waveOutGetDevCapsA
device,audio,winmm.dll!waveOutGetDevCapsW
device,audio,winmm.dll!waveOutGetErrorTextW
device,audio,winmm.dll!waveOutGetNumDevs
device,audio,winmm.dll!waveOutGetVolume
device,audio,winmm.dll!waveOutOpen
device,audio,winmm.dll!waveOutPause
device,audio,winmm.dll!waveOutPrepareHeader
device,audio,winmm.dll!waveOutReset
device,audio,winmm.dll!waveOutRestart
device,audio,winmm.dll!waveOutSetVolume
device,audio,winmm.dll!waveOutUnprepareHeader
device,audio,winmm.dll!waveOutWrite
device,display,user32.dll!EnumDisplayDevicesA
device,display,user32.dll!EnumDisplayDevicesW
device,display,user32.dll!EnumDisplayMonitors
device,display,user32.dll!GetMonitorInfoA
device,display,user32.dll!GetMonitorInfoW
device,display,user32.dll!GetSystemMetrics
device,display,user32.dll!MonitorFromPoint
device,display,user32.dll!MonitorFromRect
device,display,user32.dll!MonitorFromWindow
device,driver,kernel32.dll!DeviceIoControl
device,driver,ntdll.dll!ZwDeviceIoControlFile
device,driver,psapi.dll!EnumDeviceDrivers
device,driver,psapi.dll!GetDeviceDriverBaseNameW
device,keyboard,imm32.dll!ImmAssociateContext
device,keyboard,imm32.dll!ImmAssociateContextEx
device,keyboard,imm32.dll!ImmCreateIMCC
device,keyboard,imm32.dll!ImmDestroyContext
device,keyboard,imm32.dll!ImmGenerateMessage
device,keyboard,imm32.dll!ImmGetCompositionStringW
device,keyboard,imm32.dll!ImmGetContext
device,keyboard,imm32.dll!ImmGetConversionStatus
device,keyboard,imm32.dll!ImmGetDefaultIMEWnd
device,keyboard,imm32.dll!ImmGetHotKey
device,keyboard,imm32.dll!ImmGetIMCLockCount
device,keyboard,imm32.dll!ImmGetStatusWindowPos
device,keyboard,imm32.dll!ImmGetVirtualKey
device,keyboard,imm32.dll!ImmNotifyIME
device,keyboard,imm32.dll!ImmReleaseContext
device,keyboard,imm32.dll!ImmSetCandidateWindow
device,keyboard,imm32.dll!ImmSetCompositionWindow
device,keyboard,imm32.dll!ImmSetStatusWindowPos
device,keyboard,imm32.dll!ImmUnlockIMC
device,keyboard,user32.dll!ActivateKeyboardLayout
device,keyboard,user32.dll!BlockInput
device,keyboard,user32.dll!GetAsyncKeyState
device,keyboard,user32.dll!GetInputState
device,keyboard,user32.dll!GetKeyboardLayout
device,keyboard,user32.dll!GetKeyboardLayoutList
device,keyboard,user32.dll!GetKeyboardLayoutNameA
device,keyboard,user32.dll!GetKeyboardLayoutNameW
device,keyboard,user32.dll!GetKeyboardState
device,keyboard,user32.dll!GetKeyboardType
device,keyboard,user32.dll!GetKeyNameTextA
device,keyboard,user32.dll!GetKeyNameTextW
device,keyboard,user32.dll!GetKeyState
device,keyboard,user32.dll!GetLastInputInfo
device,keyboard,user32.dll!GetRawInputData
device,keyboard,user32.dll!keybd_event
device,keyboard,user32.dll!LoadKeyboardLayoutA
device,keyboard,user32.dll!LoadKeyboardLayoutW
device,keyboard,user32.dll!MapVirtualKeyA
device,keyboard,user32.dll!MapVirtualKeyExA
device,keyboard,user32.dll!MapVirtualKeyExW
device,keyboard,user32.dll!MapVirtualKeyW
device,keyboard,user32.dll!RegisterRawInputDevices
device,keyboard,user32.dll!SendInput
device,keyboard,user32.dll!SetKeyboardState
device,keyboard,user32.dll!VkKeyScanA
device,keyboard,user32.dll!VkKeyScanExW
device,keyboard,user32.dll!VkKeyScanW
device,mouse,comctl32.dll!_TrackMouseEvent
device,mouse,user32.dll!CreateCursor
device,mouse,user32.dll!GetCapture
device,mouse,user32.dll!GetCursor
device,mouse,user32.dll!GetCursorInfo
device,mouse,user32.dll!GetCursorPos
device,mouse,user32.dll!GetDoubleClickTime
device,mouse,user32.dll!GetMessagePos
device,mouse,user32.dll!mouse_event
device,mouse,user32.dll!ReleaseCapture
device,mouse,user32.dll!SetCapture
device,mouse,user32.dll!SetCursor
device,mouse,user32.dll!SetCursorPos
device,mouse,user32.dll!SwapMouseButton
device,mouse,user32.dll!TrackMouseEvent
device,network,iphlpapi.dll!GetAdaptersAddresses
device,network,iphlpapi.dll!GetAdaptersInfo
device,network,iphlpapi.dll!GetBestInterface
device,network,iphlpapi.dll!GetIfEntry
device,network,iphlpapi.dll!GetIfTable
device,printer,winspool.drv!ClosePrinter
device,printer,winspool.drv!DocumentPropertiesA
device,printer,winspool.drv!DocumentPropertiesW
device,printer,winspool.drv!EnumJobsA
device,printer,winspool.drv!EnumPortsW
device,printer,winspool.drv!EnumPrintersW
device,printer,winspool.drv!GetDefaultPrinterW
device,printer,winspool.drv!GetPrinterDriverW
device,printer,winspool.drv!OpenPrinterA
device,printer,winspool.drv!OpenPrinterW
device,printer,winspool.drv!SetPrinterA
execution,actctx,kernel32.dll!ActivateActCtx
execution,actctx,kernel32.dll!CreateActCtxW
execution,actctx,kernel32.dll!DeactivateActCtx
execution,actctx,kernel32.dll!ReleaseActCtx
execution,actctx,ntdll.dll!RtlActivateActivationContext
execution,actctx,ntdll.dll!RtlQueryInformationActivationContext
execution,args,kernel32.dll!GetCommandLineA
execution,args,kernel32.dll!GetCommandLineW
execution,args,kernel32.dll!GetStartupInfoA
execution,args,kernel32.dll!GetStartupInfoW
execution,args,msvcr100.dll!_acmdln
execution,args,msvcr100.dll!__getmainargs
execution,args,msvcr80.dll!_wcmdln
execution,args,msvcr80.dll!__wgetmainargs
execution,args,msvcr90.dll!_acmdln
execution,args,msvcr90.dll!__getmainargs
execution,args,msvcrt.dll!_acmdln
execution,args,msvcrt.dll!__argc
execution,args,msvcrt.dll!__getmainargs
execution,args,msvcrt.dll!__p___argc
execution,args,msvcrt.dll!__p___argv
execution,args,msvcrt.dll!__wargv
execution,args,msvcrt.dll!_wcmdln
execution,args,msvcrt.dll!_wcmdln
execution,args,msvcrt.dll!__wgetmainargs
execution,atl,atl.dll!AtlAdvise
execution,atl,atl.dll!AtlAxAttachControl
execution,atl,atl.dll!AtlAxGetControl
execution,atl,atl.dll!AtlAxWinInit
execution,atl,atl.dll!AtlUnadvise
execution,com_object,ole32.dll!CoCreateInstance
execution,com_object,ole32.dll!CoCreateInstanceEx
execution,com_object,ole32.dll!CoFreeUnusedLibraries
execution,com_object,ole32.dll!CoGetClassObject
execution,com_object,ole32.dll!CoGetInstanceFromFile
execution,com_object,ole32.dll!CoGetInterfaceAndReleaseStream
execution,com_object,ole32.dll!CoGetMalloc
execution,com_object,ole32.dll!CoGetObject
execution,com_object,ole32.dll!CoInitialize
execution,com_object,ole32.dll!CoInitializeEx
execution,com_object,ole32.dll!CoInitializeSecurity
execution,com_object,ole32.dll!CoLockObjectExternal
execution,com_object,ole32.dll!CoRegisterMessageFilter
execution,com_object,ole32.dll!CoResumeClassObjects
execution,com_object,ole32.dll!CoRevokeClassObject
execution,com_object,ole32.dll!CoSetProxyBlanket
execution,com_object,ole32.dll!CoSuspendClassObjects
execution,com_object,ole32.dll!CoTaskMemAlloc
execution,com_object,ole32.dll!CoTaskMemFree
execution,com_object,ole32.dll!CoUninitialize
execution,com_object,ole32.dll!OleCreate
execution,com_object,ole32.dll!OleInitialize
execution,com_object,ole32.dll!OleRun
execution,com_object,ole32.dll!OleSetContainedObject
execution,com_object,ole32.dll!OleUninitialize
execution,com_object,ole32.dll!StgOpenStorage
execution,dde,nddeapi.dll!NDdeShareAddA
execution,dde,nddeapi.dll!NDdeShareEnumA
execution,dde,user32.dll!DdeAccessData
execution,dde,user32.dll!DdeClientTransaction
execution,dde,user32.dll!DdeConnect
execution,dde,user32.dll!DdeDisconnect
execution,dde,user32.dll!DdeInitializeA
execution,dde,user32.dll!DdeUnaccessData
execution,dde,user32.dll!DdeUninitialize
execution,dde,user32.dll!FreeDDElParam
execution,dde,user32.dll!ImpersonateDdeClientWindow
execution,dde,user32.dll!ReuseDDElParam
execution,dde,user32.dll!UnpackDDElParam
execution,debug,kernel32.dll!CheckRemoteDebuggerPresent
execution,debug,kernel32.dll!DebugBreak
execution,debug,kernel32.dll!IsDebuggerPresent
execution,debug,kernel32.dll!OutputDebugStringA
execution,debug,kernel32.dll!OutputDebugStringW
execution,debug,msvcr100.dll!_crt_debugger_hook
execution,debug,msvcr90.dll!_crt_debugger_hook
execution,errors,kernel32.dll!FatalAppExitA
execution,errors,kernel32.dll!FormatMessageA
execution,errors,kernel32.dll!FormatMessageW
execution,errors,kernel32.dll!GetLastError
execution,errors,kernel32.dll!IsBadCodePtr
execution,errors,kernel32.dll!IsBadReadPtr
execution,errors,kernel32.dll!IsBadStringPtrA
execution,errors,kernel32.dll!IsBadStringPtrW
execution,errors,kernel32.dll!IsBadWritePtr
execution,errors,kernel32.dll!IsValidCodePage
execution,errors,kernel32.dll!IsValidLanguageGroup
execution,errors,kernel32.dll!IsValidLocale
execution,errors,kernel32.dll!RaiseException
execution,errors,kernel32.dll!RtlUnwind
execution,errors,kernel32.dll!RtlUnwindEx
execution,errors,kernel32.dll!RtlVirtualUnwind
execution,errors,kernel32.dll!SetErrorMode
execution,errors,kernel32.dll!SetLastError
execution,errors,kernel32.dll!SetUnhandledExceptionFilter
execution,errors,kernel32.dll!UnhandledExceptionFilter
execution,errors,msvcp60.dll!??0logic_error@std@@QAE@ABV01@@Z
execution,errors,msvcr100.dll!__CppXcptFilter
execution,errors,msvcr100.dll!_except_handler4_common
execution,errors,msvcr100.dll!__setusermatherr
execution,errors,msvcr100.dll!_XcptFilter
execution,errors,msvcr80.dll!_CxxThrowException
execution,errors,msvcr80.dll!_except_handler4_common
execution,errors,msvcr80.dll!__setusermatherr
execution,errors,msvcr80.dll!_XcptFilter
execution,errors,msvcr90.dll!__CppXcptFilter
execution,errors,msvcr90.dll!_except_handler4_common
execution,errors,msvcr90.dll!__setusermatherr
execution,errors,msvcr90.dll!_XcptFilter
execution,errors,msvcrt.dll!??0exception@@QAE@ABQBD@Z
execution,errors,msvcrt.dll!??0exception@@QAE@ABV0@@Z
execution,errors,msvcrt.dll!??0exception@@QAE@XZ
execution,errors,msvcrt.dll!??1exception@@UAE@XZ
execution,errors,msvcrt.dll!_CxxThrowException
execution,errors,msvcrt.dll!__doserrno
execution,errors,msvcrt.dll!_EH_prolog
execution,errors,msvcrt.dll!_errno
execution,errors,msvcrt.dll!_except_handler3
execution,errors,msvcrt.dll!_local_unwind2
execution,errors,msvcrt.dll!perror
execution,errors,msvcrt.dll!__setusermatherr
execution,errors,msvcrt.dll!strerror
execution,errors,msvcrt.dll!?what@exception@@UBEPBDXZ
execution,errors,msvcrt.dll!_XcptFilter
execution,errors,ntdll.dll!RtlAddVectoredExceptionHandler
execution,errors,ntdll.dll!RtlGetLastWin32Error
execution,errors,ntdll.dll!RtlNtStatusToDosError
execution,errors,ntdll.dll!RtlNtStatusToDosErrorNoTeb
execution,errors,ntdll.dll!RtlRemoveVectoredExceptionHandler
execution,errors,ntdll.dll!RtlSetLastWin32Error
execution,errors,ntdll.dll!RtlUnwind
execution,errors,ntdll.dll!ZwRaiseHardError
execution,errors,ole32.dll!GetErrorInfo
execution,errors,oleaut32.dll!GetErrorInfo
execution,errors,rpcrt4.dll!RpcRaiseException
execution,errors,user32.dll!SetDebugErrorLevel
execution,handles,kernel32.dll!CloseHandle
execution,handles,kernel32.dll!DuplicateHandle
execution,handles,kernel32.dll!GetHandleInformation
execution,handles,kernel32.dll!GetModuleHandleA
execution,handles,kernel32.dll!GetModuleHandleExA
execution,handles,kernel32.dll!GetModuleHandleExW
execution,handles,kernel32.dll!GetModuleHandleW
execution,handles,kernel32.dll!GetStdHandle
execution,handles,kernel32.dll!GlobalHandle
execution,handles,kernel32.dll!SetHandleContext
execution,handles,kernel32.dll!SetHandleCount
execution,handles,kernel32.dll!SetHandleInformation
execution,handles,kernel32.dll!SetStdHandle
execution,handles,msvcr90.dll!__CxxFrameHandler3
execution,handles,msvcrt.dll!__CxxFrameHandler
execution,handles,msvcrt.dll!_get_osfhandle
execution,handles,ntdll.dll!LdrGetDllHandle
execution,handles,ntdll.dll!ZwClose
execution,handles,rpcrt4.dll!RpcAsyncInitializeHandle
execution,handles,user32.dll!DdeCreateStringHandleA
execution,handles,user32.dll!DdeFreeDataHandle
execution,handles,user32.dll!DdeFreeStringHandle
execution,job,kernel32.dll!AddConsoleAliasA
execution,job,kernel32.dll!CreateJobObjectW
execution,job,kernel32.dll!OpenJobObjectA
execution,job,kernel32.dll!QueryInformationJobObject
execution,job,kernel32.dll!SetInformationJobObject
execution,job,kernel32.dll!TerminateJobObject
execution,job,ntdll.dll!ZwCreateJobObject
execution,job,ntdll.dll!ZwQueryInformationJobObject
execution,job,ntdll.dll!ZwSetInformationJobObject
execution,message,user32.dll!BroadcastSystemMessageA
execution,message,user32.dll!BroadcastSystemMessageExA
execution,message,user32.dll!BroadcastSystemMessageExW
execution,message,user32.dll!DispatchMessageA
execution,message,user32.dll!DispatchMessageW
execution,message,user32.dll!GetMessageA
execution,message,user32.dll!GetMessageExtraInfo
execution,message,user32.dll!GetMessageW
execution,message,user32.dll!InSendMessage
execution,message,user32.dll!PeekMessageA
execution,message,user32.dll!PeekMessageW
execution,message,user32.dll!PostMessageA
execution,message,user32.dll!PostMessageW
execution,message,user32.dll!PostQuitMessage
execution,message,user32.dll!RegisterWindowMessageA
execution,message,user32.dll!RegisterWindowMessageW
execution,message,user32.dll!ReplyMessage
execution,message,user32.dll!SendDlgItemMessageA
execution,message,user32.dll!SendDlgItemMessageW
execution,message,user32.dll!SendMessageA
execution,message,user32.dll!SendMessageCallbackA
execution,message,user32.dll!SendMessageTimeoutA
execution,message,user32.dll!SendMessageTimeoutW
execution,message,user32.dll!SendMessageW
execution,message,user32.dll!SendNotifyMessageA
execution,message,user32.dll!TranslateMessage
execution,message,user32.dll!WaitMessage
execution,modules,kernel32.dll!FreeLibrary
execution,modules,kernel32.dll!GetModuleFileNameA
execution,modules,kernel32.dll!GetModuleFileNameW
execution,modules,kernel32.dll!GetProcAddress
execution,modules,kernel32.dll!LoadLibraryA
execution,modules,kernel32.dll!LoadLibraryExA
execution,modules,kernel32.dll!LoadLibraryExW
execution,modules,kernel32.dll!LoadLibraryW
execution,modules,kernel32.dll!Module32First
execution,modules,kernel32.dll!Module32FirstW
execution,modules,kernel32.dll!Module32Next
execution,modules,kernel32.dll!Module32NextW
execution,modules,ntdll.dll!LdrEnumerateLoadedModules
execution,modules,ntdll.dll!LdrFindEntryForAddress
execution,modules,ntdll.dll!LdrGetProcedureAddress
execution,modules,ntdll.dll!LdrLoadDll
execution,modules,ntdll.dll!LdrProcessRelocationBlock
execution,modules,ntdll.dll!LdrUnloadDll
execution,modules,ntdll.dll!RtlImageNtHeader
execution,modules,psapi.dll!GetModuleBaseNameA
execution,modules,psapi.dll!GetModuleBaseNameW
execution,modules,psapi.dll!GetModuleFileNameExA
execution,modules,psapi.dll!GetModuleFileNameExW
execution,modules,psapi.dll!GetModuleInformation
execution,pipe,advapi32.dll!ImpersonateNamedPipeClient
execution,pipe,kernel32.dll!CallNamedPipeA
execution,pipe,kernel32.dll!CallNamedPipeW
execution,pipe,kernel32.dll!ConnectNamedPipe
execution,pipe,kernel32.dll!CreateNamedPipeA
execution,pipe,kernel32.dll!CreateNamedPipeW
execution,pipe,kernel32.dll!CreatePipe
execution,pipe,kernel32.dll!DisconnectNamedPipe
execution,pipe,kernel32.dll!GetNamedPipeHandleStateA
execution,pipe,kernel32.dll!PeekNamedPipe
execution,pipe,kernel32.dll!SetNamedPipeHandleState
execution,pipe,kernel32.dll!TransactNamedPipe
execution,pipe,kernel32.dll!WaitNamedPipeA
execution,pipe,kernel32.dll!WaitNamedPipeW
execution,pipe,ntdll.dll!ZwCreateNamedPipeFile
execution,process,advapi32.dll!CreateProcessAsUserA
execution,process,advapi32.dll!CreateProcessAsUserW
execution,process,advapi32.dll!CreateProcessWithLogonW
execution,process,advapi32.dll!CreateProcessWithTokenW
execution,process,advapi32.dll!OpenProcessToken
execution,process,kernel32.dll!AssignProcessToJobObject
execution,process,kernel32.dll!CreateProcessA
execution,process,kernel32.dll!CreateProcessInternalA
execution,process,kernel32.dll!CreateProcessInternalW
execution,process,kernel32.dll!CreateProcessW
execution,process,kernel32.dll!ExitProcess
execution,process,kernel32.dll!FlushInstructionCache
execution,process,kernel32.dll!GetCurrentProcess
execution,process,kernel32.dll!GetCurrentProcessId
execution,process,kernel32.dll!GetExitCodeProcess
execution,process,kernel32.dll!GetPriorityClass
execution,process,kernel32.dll!GetProcessAffinityMask
execution,process,kernel32.dll!GetProcessHandleCount
execution,process,kernel32.dll!GetProcessId
execution,process,kernel32.dll!GetProcessIoCounters
execution,process,kernel32.dll!GetProcessShutdownParameters
execution,process,kernel32.dll!GetProcessTimes
execution,process,kernel32.dll!GetProcessVersion
execution,process,kernel32.dll!IsWow64Process
execution,process,kernel32.dll!OpenProcess
execution,process,kernel32.dll!Process32First
execution,process,kernel32.dll!Process32FirstW
execution,process,kernel32.dll!Process32Next
execution,process,kernel32.dll!Process32NextW
execution,process,kernel32.dll!ProcessIdToSessionId
execution,process,kernel32.dll!SetPriorityClass
execution,process,kernel32.dll!SetProcessAffinityMask
execution,process,kernel32.dll!SetProcessPriorityBoost
execution,process,kernel32.dll!SetProcessShutdownParameters
execution,process,kernel32.dll!SetProcessWorkingSetSize
execution,process,kernel32.dll!TerminateProcess
execution,process,kernel32.dll!WinExec
execution,process,msvcr100.dll!_amsg_exit
execution,process,msvcr100.dll!_cexit
execution,process,msvcr100.dll!__dllonexit
execution,process,msvcr100.dll!exit
execution,process,msvcr100.dll!_exit
execution,process,msvcr100.dll!_initterm
execution,process,msvcr100.dll!_initterm_e
execution,process,msvcr100.dll!_onexit
execution,process,msvcr100.dll!__set_app_type
execution,process,msvcr100.dll!?terminate@@YAXXZ
execution,process,msvcr80.dll!exit
execution,process,msvcr80.dll!_exit
execution,process,msvcr80.dll!__set_app_type
execution,process,msvcr80.dll!?terminate@@YAXXZ
execution,process,msvcr90.dll!_amsg_exit
execution,process,msvcr90.dll!__dllonexit
execution,process,msvcr90.dll!exit
execution,process,msvcr90.dll!exit
execution,process,msvcr90.dll!_exit
execution,process,msvcr90.dll!_exit
execution,process,msvcr90.dll!_initterm
execution,process,msvcr90.dll!_initterm_e
execution,process,msvcr90.dll!_onexit
execution,process,msvcr90.dll!__set_app_type
execution,process,msvcr90.dll!?terminate@@YAXXZ
execution,process,msvcrt.dll!abort
execution,process,msvcrt.dll!_amsg_exit
execution,process,msvcrt.dll!atexit
execution,process,msvcrt.dll!_cexit
execution,process,msvcrt.dll!__dllonexit
execution,process,msvcrt.dll!exit
execution,process,msvcrt.dll!_exit
execution,process,msvcrt.dll!_getpid
execution,process,msvcrt.dll!_initterm
execution,process,msvcrt.dll!_onexit
execution,process,msvcrt.dll!__set_app_type
execution,process,msvcrt.dll!system
execution,process,msvcrt.dll!?terminate@@YAXXZ
execution,process,msvcrt.dll!_wsystem
execution,process,ntdll.dll!CsrGetProcessId
execution,process,ntdll.dll!RtlCreateProcessParameters
execution,process,ntdll.dll!RtlCreateUserProcess
execution,process,ntdll.dll!RtlExitUserProcess
execution,process,ntdll.dll!RtlGetCurrentPeb
execution,process,ntdll.dll!RtlSetProcessIsCritical
execution,process,ntdll.dll!ZwAssignProcessToJobObject
execution,process,ntdll.dll!ZwCreateProcess
execution,process,ntdll.dll!ZwCreateProcessEx
execution,process,ntdll.dll!ZwDebugActiveProcess
execution,process,ntdll.dll!ZwFlushInstructionCache
execution,process,ntdll.dll!ZwIsProcessInJob
